,school,policy_details,number_of_applicants,accept_rate,test_optional?_No,test_optional?_Yes,test_optional?_Yes (TB),test_optional?_Yes (TF),test_optional?_Yes*,years_applicable_from_2021,sat_25th_percentile,sat_75th_percentile,act_25th_percentile,act_75th_percentile
131,University of San Diego,University of San Diego offers a test optional policy which allows students to be considered for admission without SAT or ACT scores.,13755,0.48700000000000004,0,1,0,0,0,100,1200.0,1350.0,26.0,31.0
132,University of Connecticut,Unversity of Connecticut has adopted a three-year test optional policy for all students beginning with the 2020-2021 admission cycle.,34886,0.488,0,1,0,0,0,3,1210.0,1420.0,26.0,31.0
133,Santa Clara University,Santa Clara University has adopted a two-year test optional policy for first-year and transfer applicants beginning with the 2020-21 admission cycle. After a two-year period Santa Clara will re-evaluate whether to continue the test optional policy indefinitely or reinstate a testing requirement for admission.,16300,0.488,0,1,0,0,0,2,1280.0,1440.0,28.0,32.0
134,Southwestern University,Southwestern University has a test optional policy which allows students to be considered for admission without submitting SAT or ACT scores. However homeschooled students and international students are not eligible for test optional admission.,4766,0.49,0,1,0,0,0,100,1140.0,1320.0,23.0,29.0
135,Pennsylvania State University—​University Park,Pennsylvania State University--College Park has adopted a one-year test optional policy for students entering in the Summer and Fall of 2021.,71903,0.491,0,1,0,0,0,1,1160.0,1370.0,25.0,30.0
136,Marist College,Marist College offers a test optional policy offers a test optional policy which allows students to be considered for admission without SAT or ACT scores. However homeschooled students and students applying to some programs are not eligible for test optional admission.,11260,0.49200000000000005,0,1,0,0,0,100,1210.0,1360.0,26.0,31.0
137,The College of New Jersey,The College of New Jersey has adopted a three-year test optional policy for all applicants beginning in the 2020-21 admission cycle.,13824,0.493,0,1,0,0,0,3,1160.0,1360.0,25.0,30.0
138,Worcester Polytechnic Institute,Worcester Polytechnic Institute offers a test optional policy which allows students to be considered for admission without SAT or ACT scores.,10645,0.494,0,1,0,0,0,100,1310.0,1470.0,29.0,33.0
139,Syracuse University,Syracuse has adopted a one-year test optional policy for students applying in the 2020-21 admission cycle.,34981,0.499,0,1,0,0,0,1,1180.0,1370.0,25.0,30.0
140,University of La Verne,University of La Verne offers a test optional policy which allows first-year applicants to be considered for admission without SAT or ACT scores.,7276,0.509,0,1,0,0,0,100,1020.0,1205.0,20.0,26.0
141,Clemson University,Clemson has adopted a one-year test optional policy for students applying in the 2020-21 admission cycle.,29070,0.513,0,1,0,0,0,1,1230.0,1400.0,27.0,32.0
142,Austin College,Austin College offers a test optional policy which allows students to be considered for admissions without SAT or ACT scores. However international students and homeschooled students are not eligible for test optional admission.,4360,0.513,0,1,0,0,0,100,1110.0,1290.0,24.0,29.0
143,University of California—​Santa Cruz,UCSC has adopted a four-year test blind policy beginning in the 2020-21 admission cycle. At the end of the four year period they will consider whether to reinstate the testing requirement.,55906,0.515,0,0,1,0,0,4,1200.0,1360.0,24.0,30.0
144,University of Washington--Seattle,The University of Washington--Seattle offers a test optional policy which allows students to be considered for admissions without SAT or ACT scores.,45579,0.518,0,1,0,0,0,100,1240.0,1440.0,27.0,33.0
145,California State University--Fullerton,The Cal State system has adopted a one-year test blind policy meaning they will not consider standardized test scores for applicants to the 2020-21 admission cycle.,50105,0.527,0,0,1,0,0,1,1030.0,1200.0,19.0,24.0
146,University of Wisconsin—​Madison,The University of Wisiconsin--Madison has adopted temporary test optional policy for students applying through Summer 2023.,43921,0.53,0,1,0,0,0,2,1330.0,1450.0,27.0,32.0
147,Colorado School of Mines,Colorado School of Mines has adopted a one-year test optional policy for students applying in the 2020-21 admission cycle.,11756,0.531,0,1,0,0,0,1,1260.0,1460.0,27.0,33.0
148,Chapman University,Chapman offers a test optional policy which allows students to be considered for admission without SAT or ACT scores. However homeschooled students and students who graduate from schools without traditional grades are not eligible for test optional admission.,14198,0.536,0,1,0,0,0,100,1190.0,1370.0,25.0,30.0
149,Ohio State University—​Columbus,OSU has adopted a one-year test optional policy for applicants in the 2020-21 admission cycle. However home-schooled students and students who attend a non-chartered high school are not eligible for test optional admission.,47703,0.537,0,1,0,0,0,1,1250.0,1460.0,28.0,32.0
150,Texas Lutheran University,Texas Lutheran University has adopted a one-year test optional policy for domestic first-year applicants in the 2020-21 admission cycle.,2198,0.5429999999999999,0,1,0,0,0,1,990.0,1160.0,19.0,25.0
151,University at Albany—​SUNY,The University at Albany-SUNY has adopted a one-year test optional policy for students applying in the 2020-21 admission cycle.,27529,0.5429999999999999,0,1,0,0,0,1,1090.0,1250.0,22.0,28.0
152,Georgia Southern,The University System of Georgia has adopted a one-year test optional policy for first year applicants both domestic and international applying in the 2020-21 admission cycle.,13858,0.545,0,1,0,0,0,1,1050.0,1200.0,20.0,25.0
153,College of Wooster,The College of Wooster offers a test optional policy which allows students to be considered for admissions without SAT or ACT scores.,6352,0.547,0,1,0,0,0,100,1150.0,1380.0,24.0,31.0
154,San Jose State University,The Cal State system has adopted a one-year test blind policy meaning they will not consider standardized test scores for applicants to the 2020-21 admission cycle.,36243,0.547,0,0,1,0,0,1,1040.0,1260.0,19.0,26.0
155,California State Polytechnic University--Pomona,The Cal State system has adopted a one-year test blind policy meaning they will not consider standardized test scores for applicants to the 2020-21 admission cycle.,36660,0.555,0,0,1,0,0,1,1030.0,1250.0,19.0,27.0
156,Whitman College,Whitman College offers a test optional policy which allows students to be considered for admission without SAT or ACT scores. However international and homeschooled students are strongly encouraged to submit SAT or ACT scores.,4832,0.5579999999999999,0,1,0,0,0,100,1240.0,1450.0,28.0,33.0
157,Sarah Lawrence College,Sarah Lawrence College offers a test optional policy which allows students to be considered for admissions without SAT or ACT scores.,3325,0.5579999999999999,0,1,0,0,0,100,1240.0,1420.0,27.0,32.0
158,New School,The New School offers a test optional policy which allows students to be considered for admission without SAT or ACT scores.,9911,0.5660000000000001,0,1,0,0,0,100,1150.0,1360.0,24.0,30.0
159,University of Pittsburgh,University of Pittsburgh has adopted a one-year test optional policy for Fall 2021 applicants to the Dietrich School however students applying to the Business Computing & Information Engineering and Nursing schools are still required to submit scores.,32091,0.5670000000000001,0,1,0,0,0,1,1260.0,1440.0,28.0,33.0
160,University of California Riverside,The UC system has adopted a two-year test optional policy for first-year applicants both domestic and international beginning in the 2020-21 admission cycle. After those two years the UCs will be Test Blind (meaning they will not consider test scores) for two more years. At the end of the four year period they will consider whether to reinstate the testing requirement.,49788,0.5670000000000001,0,1,0,0,0,4,1130.0,1340.0,24.0,30.0
161,University of Minnesota—​Twin Cities,University of Minnesota-Twin Cities has adopted a one-year test optional policy for students applying in the 2020-21 admission cycle.,40673,0.5670000000000001,0,1,0,0,0,1,1260.0,1480.0,26.0,31.0
162,Hobart and William Smith Colleges,Hobart and William Smith Colleges offers a test optional policy which allows students to be considered for admissions without SAT or ACT scores. However homeschooled students are not eligible for test optional admission.,4526,0.569,0,1,0,0,0,100,1203.0,1360.0,27.0,30.0
163,Abilene Christian University,Abilene Christian University has adopted a one-year test optional policy for first-year applicants both domestic and international in the 2020-21 admission cycle.,11569,0.57,0,1,0,0,0,1,1040.0,1230.0,21.0,27.0
164,Bennington College,Bennington has a test-optional policy which allows students to be considered for admission without submitting SAT or ACT scores.,1494,0.57,0,1,0,0,0,100,1230.0,1390.0,28.0,32.0
165,Birmingham-​Southern College,Birmingham-Southern College offers a test optional policy which allows applicants to be considered for admission without SAT or ACT scores. However applicants who select test optional admission are required to have an interview with an admissions counselor.,3628,0.57,0,1,0,0,0,100,1040.0,1250.0,22.0,28.0
166,Fairfield University,Fairfield University offers a test optional policy which allows students to be considered for admission without SAT or ACT scores.,12315,0.5710000000000001,0,1,0,0,0,100,1210.0,1350.0,26.0,30.0
167,Georgia State,The University System of Georgia has adopted a one-year test optional policy for first year applicants both domestic and international applying in the 2020-21 admission cycle.,19838,0.574,0,1,0,0,0,1,990.0,1190.0,21.0,26.0
168,Texas A&M University—​College Station,Texas A&M University has adopted a one-year test optional policy for applicants in the 2020-21 admission cycle.,42899,0.575,0,1,0,0,0,1,1160.0,1390.0,26.0,31.0
169,Saint Louis University,Saint Louis University has adopted a one-year test optional policy for applicants in the 2020-21 admission cycle.,15120,0.575,0,1,0,0,0,1,1180.0,1370.0,25.0,31.0
170,St. John's College Annapolis,St. John's College offers a test optional policy which allows students to be considered for admissions without SAT or ACT scores. However homeschooled students and students who will not earn high school diplomas are not eligible for test optional admission. Most international students are not eligible for test optional admission.,913,0.5760000000000001,0,1,0,0,0,100,1210.0,1450.0,24.0,33.0
171,Lake Forest College,Lake Forest College has a test-optional policy which allows students to be considered for admission without submitting SAT or ACT scores. Test optional applicants must complete an interview. Homeschooled students are not eligible for test optional admission.,4147,0.579,0,1,0,0,0,100,1110.0,1310.0,23.0,29.0
172,Kennesaw State University,The University System of Georgia has adopted a one-year test optional policy for first year applicants both domestic and international applying in the 2020-21 admission cycle.,13427,0.579,0,1,0,0,0,1,1080.0,1270.0,21.0,26.0
173,California State University--Fresno,The Cal State system has adopted a one-year test blind policy meaning they will not consider standardized test scores for applicants to the 2020-21 admission cycle.,18122,0.579,0,0,1,0,0,1,950.0,1130.0,16.0,22.0
174,Rollins College,"Rollins offers a test optional policy (""test scores waived option"") which allows students to be considered for admission without SAT or ACT scores. However applicants to the 3/2 Accelerated Management Program or the Honors Degree Program must submit test scores.",6167,0.583,0,1,0,0,0,100,1160.0,1340.0,24.0,30.0
175,University of Hawaii at Manoa,University of Hawaii has adopted a one-year test optional policy for applicants in the 2020-21 admission cycle.,16244,0.584,0,1,0,0,0,1,1070.0,1270.0,21.0,26.0
176,University of Denver,University of Denver offers a test optional policy which allows students to be considered for admission without SAT or ACT scores. However homeschooled students are not eligible for test optional admission.,21028,0.5870000000000001,0,1,0,0,0,100,1170.0,1350.0,26.0,31.0
177,Hampden-​Sydney College,Hampden-Sydney College has adopted a one-year test optional policy for first-year applicants both domestic and international in the 2020-21 admission cycle.,3240,0.59,0,1,0,0,0,1,1050.0,1250.0,21.0,27.0
178,University of Illinois—​Urbana-​Champaign,University of Illinois--Urbana-Champaign has adopted a one-year test optional policy for applicants in the 2020-21 admission cycle.,43509,0.59,0,1,0,0,0,1,1220.0,1480.0,27.0,33.0
179,Millsaps College,Millsaps College has adopted a one-year test optional policy for students applying in the 2020-21 admission cycle.,4161,0.593,0,1,0,0,0,1,1080.0,1260.0,22.0,28.0
180,California State University--Northridge,The Cal State system has adopted a one-year test blind policy meaning they will not consider standardized test scores for applicants to the 2020-21 admission cycle.,30637,0.593,0,0,1,0,0,1,910.0,1130.0,16.0,22.0
181,Clark University,Clark University offers a test optional policy which allows students to be considered for admission without SAT or ACT scores. However international students are not eligible for test optional admission.,7687,0.594,0,1,0,0,0,100,1200.0,1390.0,28.0,31.0
182,Lipscomb University,Lipscomb University has adopted a one-year test optional policy for first-year applicants entering in Spring and Fall 2021.,3638,0.595,0,1,0,0,0,1,1060.0,1320.0,22.0,29.0
183,Virginia Military Institute,The Virginia Military Institute has adopted a one-year test optional policy for applicants in the 2020-21 admission cycle.,1515,0.595,0,1,0,0,0,1,1090.0,1270.0,21.0,28.0
184,Purdue University—​West Lafayette,Purdue University has adopted a one-year Test Flexible policy which means that while they prefer students submit SAT or ACT scores applications will still be evaluated without them for students who couldn't test. This policy applies to the Spring Summer and Fall 2021 terms.,54912,0.598,0,0,0,1,0,1,1190.0,1440.0,25.0,32.0
185,Temple University,Temple University offers a test optional policy which allows students to be considered for admission without SAT or ACT scores. However home-schooled applicants recruited student athletes and international applicants are not eligible for test optional admission.,35599,0.6,0,1,0,0,0,100,1120.0,1320.0,24.0,30.0
186,Rutgers The State University of New Jersey—​New Brunswick,Rutgers has adopted a one-year test optional policy for in the 2020-21 admission cycle.,41348,0.601,0,1,0,0,0,1,1190.0,1410.0,25.0,31.0
187,Illinois Institute of Technology,Illinois Institute of Technology has adopted a one-year test optional policy for students applying to the Spring and Fall 2021 semesters.,5049,0.602,0,1,0,0,0,1,1190.0,1400.0,26.0,32.0
188,Yeshiva University,Yeshiva has adopted a one-year test optional policy for students applying in the 2020-21 admission cycle.,1508,0.603,0,1,0,0,0,1,1140.0,1400.0,22.0,30.0
189,Illinois Wesleyan University,Illinois Wesleyan has adopted a one-year test optional policy for applicants in the 2020-21 admission cycle. Test optional applicants must have an interview with their admissions counselor and submit an essay.,3719,0.608,0,1,0,0,0,1,1120.0,1320.0,24.0,29.0
190,Furman University,Furman University offers a test optional policy which allows students to be considered for admission without SAT or ACT scores.,5469,0.611,0,1,0,0,0,100,1230.0,1410.0,28.0,32.0
191,University at Buffalo—​SUNY,University at Buffalo-SUNY has adopted a one-year test optional policy for students applying in the 2020-21 admission cycle.,29900,0.611,0,1,0,0,0,1,1160.0,1340.0,24.0,29.0
192,Concordia College—​Moorhead,Concordia College offers a test optional policy which allows applicants to be considered for admission without SAT or ACT scores.,4160,0.612,0,1,0,0,0,100,1080.0,1368.0,21.0,27.0
193,SUNY College of Environmental Science and Forestry,SUNY College of Environmental Science and Forestry has adopted a one-year test optional policy for students applying in the 2020-21 admission cycle.,2018,0.614,0,1,0,0,0,1,1120.0,1310.0,23.0,29.0
194,University of Portland,University of Portland has adopted a one-year test optional policy for first-year applicants both domestic and international in the 2020-21 admission cycle.,14505,0.615,0,1,0,0,0,1,1160.0,1330.0,23.0,29.0
195,Cornell College,Cornell College has a test optional policy which allows students to be considered for admission without submitting SAT or ACT scores. Students who apply test optional are expected to respond to two additional written prompts on their applications and to submit portfolios.,3118,0.618,0,1,0,0,0,100,1100.0,1345.0,23.0,29.0
196,Muhlenberg College,Muhlenberg College offers a test optional policy which allows students to be considered for admissions without SAT or ACT scores.,4146,0.618,0,1,0,0,0,100,1170.0,1360.0,26.0,30.0
197,Gonzaga University,Gonzaga University has adopted a one-year test optional policy for first-year applicants both domestic and international in the 2020-21 admission cycle.,9279,0.619,0,1,0,0,0,1,1210.0,1358.0,25.0,30.0
198,Beloit College,Beloit offers a test optional policy which allows students to be considered for admissions without SAT or ACT scores.,3657,0.62,0,1,0,0,0,100,1080.0,1380.0,24.0,30.0
199,Lawrence University,Lawrence University offers a test optional policy which allows students to be considered for admissions without SAT or ACT scores.,3463,0.621,0,1,0,0,0,100,1200.0,1430.0,25.0,32.0
200,University of Utah,The University of Utah has adopted a test optional policy for students applying through Fall 2023. However students who have GEDs who attend a non-accredited high school or who are applying for direct admission into select programs are not eligible for TO. Test scores are also required for merit scholarships.,24404,0.621,0,1,0,0,0,3,1142.5,1380.0,22.0,29.0
201,Allegheny College,Allegheny College offers a test optional policy which allows students to be considered for admissions without SAT or ACT scores. However international students are not eligible for test optional admission.,5208,0.622,0,1,0,0,0,100,1170.0,1360.0,24.0,30.0
202,University of Delaware,University of Delaware has adopted a one-year test optional policy for all students applying to the Spring and Fall 2021 terms.,27691,0.624,0,1,0,0,0,1,1170.0,1350.0,25.0,30.0
203,Westmont College,Westmont College has adopted a one-year test optional policy for student applying to the Spring and Fall 2021 semesters.,2937,0.624,0,1,0,0,0,1,1110.0,1370.0,23.0,30.0
204,Luther College,Luther College has adopted a one-year test optional policy for Fall 2021 applicants.,4422,0.626,0,1,0,0,0,1,1050.0,1310.0,23.0,29.0
205,Rutgers The State University of New Jersey—​Newark,Rutgers has adopted a one-year test optional policy for in the 2020-21 admission cycle.,13259,0.627,0,1,0,0,0,1,1020.0,1190.0,19.0,24.0
206,Earlham College,Earlham offers a test optional policy which allows students to be considered for admissions without SAT or ACT scores. However international students and homeschooled students are not eligible for test optional admission.,2070,0.634,0,1,0,0,0,100,1100.0,1370.0,23.0,30.0
207,Augustana College,Augustana College has a test optional policy which allows students to be considered for admission without submitting SAT or ACT scores. Test optional applicants may be asked to complete an interview. However homeschooled applicants and international applicants are not eligible for test optional admission.,6211,0.636,0,1,0,0,0,100,1070.0,1280.0,22.0,29.0
208,Wofford College,Wofford College has a test optional policy which allows students to be considered for admission without submitting SAT or ACT scores. However international students are not eligible for test optional admission.,3522,0.636,0,1,0,0,0,100,1180.0,1350.0,27.0,30.0
209,New Jersey Institute of Technology,The New Jersey Institute of Technology has adopted a one-year test optional policy for applicants applying in the 2020-21 admissions cycle.,8123,0.637,0,1,0,0,0,1,1190.0,1380.0,25.0,30.0
210,University of Massachusetts—​Amherst,UMass Amherst has adopted a three-year test optional policy beginning with the 2020-21 admission cycle. They will reevaluate their policy after the three-year period.,42157,0.638,0,1,0,0,0,3,1190.0,1390.0,26.0,32.0
211,Wabash College,Wabash has adopted a one-year test optional policy for applicants in the 2020-21 admission cycle.,1307,0.642,0,1,0,0,0,1,1120.0,1320.0,23.0,29.0
212,DePauw University,DePauw University offers a test optional policy which allows students to be considered for admission without SAT or ACT scores. However homeschooled students and students who wish to apply for an Honor Scholar or Fellows program are not eligible for test optional admission.,4935,0.644,0,1,0,0,0,100,1130.0,1360.0,23.0,30.0
213,Drury University,Drury University offers a test optional policy which allows domestic students to be considered for admission without SAT or ACT scores.,1664,0.644,0,1,0,0,0,100,1045.0,1225.0,22.0,28.0
214,St. John Fisher College,St. John Fisher College has adopted a two-year test optional policy beginning with the 2020-21 admission cycle. They will reevaluate their policy after two years.,4720,0.645,0,1,0,0,0,2,1070.0,1260.0,21.0,26.0
215,University of San Francisco,University of San Francisco offers a test optional policy which allows students to be considered for admission without SAT or ACT scores.,18411,0.6459999999999999,0,1,0,0,0,100,1130.0,1330.0,23.0,29.0
216,Bard College,Bard College offers a test optional policy which allows students to be considered for admission without SAT or ACT scores.,5141,0.6459999999999999,0,1,0,0,0,100,1248.0,1420.0,27.0,31.0
217,Goshen College,Goshen has adopted a one-year test optional policy for students applying to enroll in Fall 2021.,1278,0.647,0,1,0,0,0,1,1010.0,1210.0,21.0,29.0
218,Agnes Scott College,Agnes Scott College offers a test optional policy which allows students to be considered for admissions without SAT or ACT scores. However homeschooled students are not eligible for test optional admission.,1751,0.648,0,1,0,0,0,100,1130.0,1340.0,24.0,30.0
219,Virginia Polytechnic Institute and State University,Virginia Polytechnic Institute and State University has adopted a one-year test optional policy for first-year applicants both domestic and international in the 2020-21 admission cycle.,31936,0.648,0,1,0,0,0,1,1180.0,1390.0,25.0,31.0
220,University of Houston,University of Houston has adopted a one-year test optional policy for all first-year applicants applying in the 2020-21 admission cycle. Applicants electing TO must submit 2 letters of support a personal statement and a resumé.,25393,0.65,0,1,0,0,0,1,1140.0,1310.0,22.0,27.0
221,University of North Carolina—​Charlotte,The UNC System has adopted a one-year test optional policy for applicants in the 2020-21 admission cycle.,21867,0.65,0,1,0,0,0,1,1120.0,1290.0,22.0,26.0
222,Truman State University,Truman State University has adopted a one-year Test Flexible policy which means that while they prefer students submit SAT or ACT scores applications will still be evaluated without them for students who couldn't test. Students applying without test scores must submit an essay and may be asked to provide additional information. Test scores are required to be eligible for some scholarships or programs.,4568,0.653,0,0,0,1,0,1,1080.0,1358.0,24.0,30.0
223,University of North Carolina—​Wilmington,The UNC System has adopted a one-year test optional policy for applicants in the 2020-21 admission cycle.,13287,0.655,0,1,0,0,0,1,1170.0,1320.0,22.0,27.0
224,SUNY—​Geneseo,SUNY-Geneseo has adopted a one-year test optional policy for students applying in the 2020-21 admission cycle.,10433,0.655,0,1,0,0,0,1,1120.0,1310.0,23.0,28.0
225,Embry-​Riddle Aeronautical University,Embry-Riddle Aeronautical University offers a test optional policy which allows most students to be considered for admission without SAT or ACT scores. Homeschooled students must provide SAT or ACT scores and show academic strength through SAT Subject Tests and/or AP Exams.,6017,0.655,0,1,0,0,0,100,1110.0,1320.0,22.0,29.0
226,University of the Pacific,University of the Pacific offers a test optional policy which allows students to be considered for admission without SAT or ACT scores.,13096,0.6559999999999999,0,1,0,0,0,100,1130.0,1360.0,23.0,31.0
227,Rochester Institute of Technology,Rochester Institute of Technology offers a test optional policy which allows students applying to most programs to be considered for admission without SAT or ACT scores. Students applying to imaging science motion picture science and photographic sciences within the College of Art & Design must still provide test scores,18948,0.66,0,1,0,0,0,100,1200.0,1400.0,27.0,32.0
228,Berry College,Berry College offers a test optional policy which allows students to apply without standardized test scores.,3970,0.6609999999999999,0,1,0,0,0,100,1110.0,1310.0,23.0,29.0
229,Mississippi State University,Mississippi State has adopted a one-year test optional policy for students applying in the 2020-21 admission cycle.,18269,0.6629999999999999,0,1,0,0,0,1,1070.0,1280.0,22.0,30.0
230,Sewanee—​University of the South,Sewanee--The University of the South offers a test optional policy which allows students to be considered for admission without SAT or ACT scores. However homeschooled students are not eligible for test optional admission.,3545,0.667,0,1,0,0,0,100,1150.0,1340.0,25.0,30.0
231,Hanover College,Hanover College offers a test optional policy which allows applicants to be considered for admission without SAT or ACT scores.,7795,0.669,0,1,0,0,0,100,1078.0,1300.0,22.0,28.0
232,Coe College,Coe College requires either the SAT or ACT however it will waive this requirement if you have a 3.0+ GPA. It does not require the optional SAT Essay or ACT Writing Test. Subject Tests are not required.,7795,0.669,0,0,0,0,1,100,1078.0,1300.0,22.0,28.0
233,Randolph-​Macon College,Randolph-Macon College has adopted a one-year test optional policy for students applying to the Fall 2021 semester. However students applying to direct entry Bachelor of Science in Nursing program must submit scores.,2907,0.6709999999999999,0,1,0,0,0,1,1020.0,1240.0,20.0,27.0
234,Loyola University Chicago,Loyola University Chicago offers a test optional policy which allows students to be considered for admission without standardized test scores. However students applying for admission to the Bachelor of Nursing and Engineering Science programs will still be required to submit a self-reported test score as part of the requirement for review.,25583,0.672,0,1,0,0,0,100,1140.0,1320.0,25.0,30.0
235,University of Vermont,University of Vermont has adopted a one-year test optional policy for students applying in the 2020-21 admission cycle.,19233,0.6729999999999999,0,1,0,0,0,1,1180.0,1360.0,26.0,31.0
236,San Francisco State University,The Cal State system has adopted a one-year test blind policy meaning they will not consider standardized test scores for applicants to the 2020-21 admission cycle.,34629,0.6729999999999999,0,0,1,0,0,1,940.0,1150.0,17.0,23.0
237,Brigham Young University—​Provo,BYU has adopted a one-year test optional policy for students applying in the 2020-21 admission cycle.,10500,0.675,0,1,0,0,0,1,1210.0,1420.0,26.0,31.0
238,Drake University,"Drake University offers a test optional policy which it refers to as a ""test-flexible"" plan which allows students to either write an essay or sit for an interview in lieu of submitting test scores. However homeschooled students as well as applicants to certain programs are not eligible for test optional admission.",6944,0.6759999999999999,0,1,0,0,0,100,1100.0,1370.0,24.0,31.0
239,Stonehill College,Stonehill College offers a test optional policy which allows applicants to be considered for admission without SAT or ACT scores.,6961,0.677,0,1,0,0,0,100,1120.0,1290.0,24.0,28.5
240,Elmhurst College,Elmhurst has adopted a one-year test optional policy for students applying in the 2020-21 admission cycle. Students who choose to apply TO will be required to submit an essay.,4175,0.6779999999999999,0,1,0,0,0,1,990.0,1210.0,20.0,26.0
241,Taylor University,Taylor University offers a test optional policy which allows students to be considered for admission without SAT or ACT scores. Students who choose not to submit scores may be asked to provide more information or complete proficiency exams.,2341,0.6809999999999999,0,1,0,0,0,100,1080.0,1310.0,22.0,28.0
242,DePaul University,DePaul University offers a test optional policy which allows students to be considered for admission without SAT or ACT scores. Subject Tests are not required. However homeschooled students and international students are not eligible for test optional admission.,26895,0.682,0,1,0,0,0,100,1070.0,1290.0,,
243,Knox College,Knox College offers a test optional policy which allows students to be considered for admissions without SAT or ACT scores. However homeschooled students are not eligible for test optional admission.,3397,0.6829999999999999,0,1,0,0,0,100,1090.0,1350.0,24.0,31.0
244,Hofstra University,Hofstra Univeristy offers a test optional policy which allows students to be considered for admission without SAT or ACT scores. However homeschooled students and international students are not eligible for test optional admission.,24425,0.685,0,1,0,0,0,100,1160.0,1340.0,25.0,30.0
245,Ithaca College,Ithaca College offers a test optional policy which allows students to be considered for admission without SAT or ACT scores. However homeschooled students are not eligible for test optional admission.,15278,0.685,0,1,0,0,0,100,1160.0,1338.0,25.0,30.0
246,California State University--San Bernardino,The Cal State system has adopted a one-year test blind policy meaning they will not consider standardized test scores for applicants to the 2020-21 admission cycle.,16307,0.6859999999999999,0,0,1,0,0,1,910.0,1090.0,15.0,19.0
247,University of South Carolina,The University of South Carolina has adopted a one-year test optional policy for students applying for 2021 admission.,31268,0.6859999999999999,0,1,0,0,0,1,1180.0,1370.0,25.0,31.0
248,Albion College,Albion College has adopted a one-year test optional policy for first-year applicants both domestic and international in the 2020-21 admission cycle.,4043,0.688,0,1,0,0,0,1,990.0,1200.0,21.0,27.0
249,Presbyterian College (SC),Presbyterian College offers a test optional policy which allows applicants to be considered for admission without SAT or ACT scores. However homeschooled students are not eligible for test optional admission.,2462,0.688,0,1,0,0,0,100,1010.0,1210.0,19.0,25.0
250,Texas Tech University,Texas Tech University has adopted a one-year test optional policy for both domestic and international first-year applicants ientering in the Fall of 2021. It is highly encouraged to submit an SAT/ACT score if an applicant is able to do so in order to qualify for scholarships. It does not require the SAT Essay or ACT Writing Test.,25384,0.6890000000000001,0,1,0,0,0,1,1070.0,1260.0,22.0,27.0
251,Ohio Wesleyan University,Ohio Wesleyan University offers a test optional policy which allows students to be considered for admission without SAT or ACT scores.,4705,0.69,0,1,0,0,0,100,1060.0,1295.0,22.0,28.0
